"","X","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"41711",41711,1,9,1,1,2,2,1,1,3,9,1,9
"117797",117797,1,9,1,9,0,0,0,0,0,9,2,2
