"","X","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"94275",94275,2,9,0,9,2,9,0,9,1,9,0,9
"94283",94283,2,9,0,9,2,9,1,9,1,9,0,9
