"setor_economatica","setor_bovespa","id_cvm","codigo","listagem_bovespa","at","k","ll","d_cp","d_lp","v","depreciacao","caixa","dividendos","qtd_acoes","pl","v_merc","ebit","desp_fin","div_onerosa","fcl","cap_giro","ano","inv","fc","divida","cv","tamanho","alavanc","caixa_normalizado","dividendos_normalizado","q_tobin","cob_juros","div_pl","roa","roe","rok","fcl_normalizado","divonerosa_normalizado","tx_vendas","epu","cvm_reg","idade_firma","divlp_at","dum_dividendos","cv_industria","ln_epu","kz","ww","sa","fcp","dum_kz","dum_ww","dum_sa","dum_fcp"
"Energia Eletrica","Utilidade Publica",1732,"EGIE3","Novo Mercado",18134851052,11730895434,1778312982.7,3542260950.6,6720116320.4,7718276251.1,711643072.37,2840828654,834800555.24,652742192,7869790415.5,25909575186,2967620059,890616697.48,5033331712.8,2164093041.8,1723850375.7,2015,-0.0740375843097775,0.196541324290788,0.810046914324886,-0.0909214049282772,23.6211013963583,0.565976305118813,0.224236979846891,0.0658938563640401,1.99460984561055,3.33209568987072,0.106076593043166,0.0980605232213296,0.225967006592388,0.140368737798279,0.170819766661261,0.397299252898148,0.909078595071723,249.816769917806,1998,17,0.370563634690502,1,0.004981765257663,5.52072772881606,-0.745367079746258,-1.10774149639295,5.90337481149665,-3.80201496999297,NA,NA,1,NA
"Energia Eletrica","Utilidade Publica",1732,"EGIE3","Novo Mercado",16079589343,11368466441,1725418168,2008089355.8,6695701208,7183973642.3,702795702.41,2024309794,1298005272.8,652742192,7372267215.1,25475852693,2700377345.5,839418269.89,3444286160.5,1500219920.2,1733217270.5,2016,-0.0308952539078612,0.206993053861194,0.741954492116053,-0.0692256394326197,23.5008165620005,0.541413242195722,0.17256225710894,0.110648439422446,2.12565399076436,3.21696279716888,0.176065955686116,0.107304865267043,0.234041729315775,0.147083245069185,0.127886223915343,0.293608120529088,0.93077436056738,308.932376861572,1998,18,0.416409963287705,1,0.0605805983923214,5.73312240783948,-2.48985845195191,-1.09752556898419,5.7082984942799,-3.73649500409311,NA,NA,1,NA
"Energia Eletrica","Utilidade Publica",1732,"EGIE3","Novo Mercado",21196377853,12649586086,2170071775.4,6148685093.7,7644400868,7593101085.8,702931582.94,2090628603.4,908384177.77,652742192,7398817242.1,25107078793,3087313181.2,487773623.9,7318468524.9,2662383956.9,2102134226,2017,0.112690629967441,0.25271687903116,1.21327586559571,0.0569500201241015,23.7770961480363,0.650865843858078,0.183897152201656,0.0799038447695938,1.83522699135099,6.32939755232222,0.122774241888447,0.102379368326502,0.293299821362268,0.19088518109828,0.234190246390507,0.643751605626084,1.0569500201241,346.490038553874,1998,19,0.36064656522992,1,-0.0343621005931646,5.84785406945444,-1.07871829254102,-1.12911407360045,6.02634309191464,-3.84293461875215,NA,0,1,NA
"Energia Eletrica","Utilidade Publica",1732,"EGIE3","Novo Mercado",24781856776,15280628569,2416382806.1,4354094705.7,13828561000,9182484569.9,689273743.31,2522285093.7,2077687805.4,815927740,6594616505.5,28129589990,3828764816,891625199.67,10148721961,68856167.934,403450014.23,2018,0.207994353737149,0.245514479943909,1.43741112018074,0.209319415893506,23.933377640768,0.733844127420974,0.199396650337164,0.164249469609088,1.86879643903645,4.29414154895697,0.315058169594423,0.0975061242561997,0.366417486761316,0.191024654061554,0.0054433534398573,0.802296762281586,1.20931941589351,165.088276545207,1998,20,0.558011497080085,1,-0.0139808789354081,5.10648034019899,-4.14240905961921,-1.13444442163769,6.19178298646537,-3.81844647019231,0,0,1,NA
"Energia Eletrica","Utilidade Publica",1732,"EGIE3","Novo Mercado",30165095363,15345226720,2312187538.2,5985500974.9,17173919145,9814081344.5,864188632,3874051864.7,2263039445.4,815927740,7002005652.3,41489728015,4299104790.5,1355438333.1,14777518202,1015428624.4,766777312.38,2019,0.0042274537796862,0.207869470542851,1.5156065089419,0.0687827754887127,24.1299513102132,0.767848983493552,0.253526996432551,0.148098583456904,2.14317731659478,3.1717450255871,0.323198745870284,0.0766510932710689,0.330217890846817,0.151314949366073,0.0664520192880032,0.967075283275934,1.06878277548871,158.080664316813,1998,21,0.569330842098555,1,0.0881650058189348,5.06310543639972,-3.35573717417211,-1.12409259833328,6.41317154440304,-3.81672963241436,0,0,1,NA
"Energia Eletrica","Utilidade Publica",1748,"EKTR4","Tradicional",5349087468.7,32061840.26,770466736.79,1093328779.8,2114374475.5,5576389832,250691610.35,446675319.74,746281106.94,193759265,2141384213.4,6858077230.4,1212413826.9,271253620.15,1936532335.4,672195600.5,462427740.58,2011,0.0053165082331264,32.0189775625779,100.579287087566,-0.0066451457387975,22.4001918167081,0.599672986106465,14.0057485507207,23.4000516035655,1.88177526439782,4.46966874111966,0.348504066794761,0.144037042074627,0.359798457450419,24.158405233708,21.0770600958739,60.7210287905311,0.993354854261202,133.884857654572,1998,13,0.395277603492594,1,0.0528935639393168,4.89698015933123,-969.288485137337,-3.94740684483373,4.54710814837474,-27.5306992895753,0,0,NA,0
"Energia Eletrica","Utilidade Publica",1748,"EKTR4","Tradicional",6739115019.5,23108655.983,528750943.32,1715375697.5,2161216650.4,5276825819.1,206901707.48,862062853.07,589996568.79,193759265,2862522671.6,6622343178.1,824419633.01,253603899.13,2448716300.1,422047847.82,280522112.84,2012,-0.279247360862498,22.9448043167314,120.909851601263,-0.0537200629663582,22.6311944505049,0.575237599697122,26.887503838808,18.4018310865978,1.55791012553143,3.25081607908321,0.206110706001928,0.0784599968675457,0.184715023767639,16.4915968338743,13.1635565643605,76.3747894769157,0.946279937033642,117.530190149943,1998,14,0.320697397825442,1,0.0732188226564098,4.76669523802776,-780.532691608259,-3.12966658117566,4.78416106701013,-49.3461509169093,0,0,1,0
"Energia Eletrica","Utilidade Publica",1748,"EKTR4","Tradicional",6422556171.6,15603526.646,451808565.56,1128023732.2,2429319330.7,4954121804.1,205239624.76,652712869.3,393806548.4,193759265,2865213108.7,5146870451.2,697990872.78,243449352.1,2259743514,349646572.02,580099731.56,2013,-0.324775674644219,28.4329902528023,153.939851175983,-0.0611549492181342,22.5830820329747,0.553882748216399,28.2453843174684,17.0415167671242,1.3552568917325,2.86708864393811,0.137444069065661,0.0703471567220944,0.15768759544905,19.5514860705173,15.1305455530265,97.7877517265561,0.938845050781866,137.888738632202,1998,15,0.378248047318332,1,-0.143318052330488,4.92644711817385,-734.388372692719,-3.64759253157729,4.68607908834443,-51.6254175844903,0,0,1,0
"Energia Eletrica","Utilidade Publica",1748,"EKTR4","Tradicional",7610693311.9,23531267.765,575892328.83,1380456005.9,3317839232.8,6247565364.9,199166425.66,759034563.23,335330075.75,193759265,2912398073.3,3382888079.7,983995004.68,331931362.63,2880381172.5,195160377.84,1301031582.5,2014,0.508073674551791,49.6720242848874,301.104701859462,0.261084327746959,22.7528201100447,0.617328152126701,36.85136018848,21.4906593462935,1.06181959871702,2.96445324383779,0.115138819388808,0.0756688392540455,0.197738191804757,36.9078312804132,12.5074531077261,184.598087204753,1.26108432774696,148.63472366333,1998,16,0.435944413580858,1,0.236269140368688,5.0014917770144,-942.019460925068,-5.55916196123506,4.8518769661794,-66.4399234028941,0,0,1,0
"Energia Eletrica","Utilidade Publica",1748,"EKTR4","Tradicional",8171063415.4,15993523.951,439933320.5,2623401353.9,3221708963,6612106105.7,192250596.75,930580358.42,614358024.24,193759265,2325953098.5,5023921421.1,793195347.65,468553123.59,3234138493.6,345441864.78,813185474.74,2015,-0.320328844551738,26.8656973165848,248.397594862862,0.0583492479883538,22.8238648983518,0.715342669582483,36.85136018848,26.1081566184796,1.33018570355422,1.69286108173312,0.264131733626184,0.0538403997294719,0.189141096948048,18.6956914048783,14.6801212849995,137.440044705556,1.05834924798835,249.816769917806,1998,17,0.394282702166776,1,0.004981765257663,5.52072772881606,-1100.56676860279,-3.5042826582145,4.89875035253799,-66.3220112522991,0,0,1,0
"Energia Eletrica","Utilidade Publica",1748,"EKTR4","Tradicional",7444644759.6,10700627.311,392171969.34,2434882248,2781438277.3,5302341481,192235498.42,1002835895,307007420.61,193759265,2228324234.3,4002207189.4,667074162.68,387100434.01,3047566759.1,674597832.17,366303570.81,2016,-0.330939988974041,36.5402565157293,326.152043869847,-0.198085844927823,22.7307607866451,0.700680918128896,36.85136018848,19.1957333199732,1.23827637347135,1.72325862766345,0.137775022092529,0.0526783993063319,0.17599412298417,24.5206729012013,42.1794367668309,190.550048159302,0.801914155072177,308.932376861572,1998,18,0.373615983988126,1,0.0605805983923214,5.73312240783948,-838.204901823987,-4.36635865627151,4.74499119564891,-66.306171537798,0,0,1,0
"Energia Eletrica","Utilidade Publica",1748,"EKTR4","Tradicional",6990376305.1,8943883.0603,405572655.3,2561932354.2,2229246334.2,6294941466.1,192044894.16,543251262.11,485649492.29,193759265,2199197616.7,4721383811.8,753548956.73,305812126.54,3225792263.9,29715095.555,136618165.78,2017,-0.1641720807241,55.8488331656652,447.747459018106,0.18720031304223,22.6678002265213,0.685396390592661,36.85136018848,34.2859649729325,1.36080835780756,2.46409115706351,0.220830310383266,0.0580187156740195,0.184418467999516,37.9017644024552,2.77694892938226,301.458238862684,1.18720031304223,346.490038553874,1998,19,0.31890219308703,1,-0.0343621005931646,5.84785406945444,-1451.6329089907,-6.14498702720462,4.6284854187614,-66.3397261228917,0,0,1,0
"Energia Eletrica","Utilidade Publica",1748,"EKTR4","Tradicional",8199952189.1,14733041.982,432596609.09,1694332194.6,4110676369.6,6524840501.3,202567581.34,949345188.32,0,193759265,2394943625,3805372319.5,766863657.7,1717607916,4126089109,434360063.69,1559668578.3,2018,0.647275784205727,71.0166027605346,489.659609140265,0.0365212347784439,22.8273941606021,0.707932001340894,36.85136018848,0,1.17200450223049,0.446471893006809,0,0.052755991634322,0.180629140733949,48.3678740177412,48.5650428076405,302.013869980233,1.03652123477844,165.088276545207,1998,20,0.501304919199922,0,-0.0139808789354081,5.10648034019899,-117.049241678859,-7.4590930838406,4.78307724266636,-66.2877562777754,0,0,1,0
"Energia Eletrica","Utilidade Publica",1748,"EKTR4","Tradicional",7889228824.2,23506001.259,495414776.78,1695529121.2,3524336658.9,6779238668.8,220211482.9,614597400.21,180376503.3,193760000,2669363044.1,4949703629.1,929032083.07,1222775519,3651833418,901657296.1,866752140.46,2019,0.595461499920947,48.5728786054035,354.296538792012,0.0389891779652413,22.7887642261147,0.661644616529337,36.85136018848,12.2429911976341,1.28904480219982,0.759773211545626,0.0675728630089039,0.0627963502922273,0.185592880621839,33.6261022934211,48.5689899777113,247.866898259138,1.03898917796524,158.080664316813,1998,21,0.446727650754557,1,0.0881650058189348,5.06310543639972,-576.654526217286,-5.46782808901017,4.6957750883516,-66.3347417670078,0,0,1,0
"Quimica","Materiais Basicos",435,"ELEK3","Tradicional",1022525809.9,384579364.43,23198365.486,145462685.48,131210718.71,1215216030.5,40017845.419,55620064.386,14309857.067,31485000,745852405.78,503040636.18,2421935.515381,30836756.28,103000930.5,114851231.99,355319727.76,2011,0.106133239771108,0.181823463872121,0.795772413293095,-0.142575415113479,20.7455416875186,0.270578406424888,0.159975307325056,0.0411582368223068,0.762537270767037,0.0785405408204951,0.0191859099147572,0.0226873153336528,0.0311031583544194,0.0667235050701585,0.33033692673837,0.296252902498468,0.857424584886521,133.884857654572,1971,40,0.128320202228276,1,0.197097477693847,4.89698015933123,-0.947888240702485,-0.963560962962643,1.61676827236739,-2.92801916464368,NA,1,0,1
"Quimica","Materiais Basicos",435,"ELEK3","Tradicional",1002293604.5,362709218.66,1450570.942248,150212177.06,148189874,1330180183.7,55631073.564,74964172.524,2870842.4974,31485000,703891553.46,346114477.69,3082238.2117,34708811.017,138842635.53,4570877.9618,338329231.8,2012,-0.0568677048037005,0.148426176196039,0.775917999402473,0.0946038813795915,20.7255568151506,0.297719200954999,0.194925103782173,0.0074648895986787,0.643041645538106,0.0888027599156408,0.0040785295451952,0.0014472515196499,0.00282541657880603,0.00397047196536669,0.011885395797496,0.361024663233775,1.09460388137959,117.530190149943,1971,41,0.147850762825056,1,0.0242628159440438,4.76669523802776,0.4174812779198,-0.985162744503133,1.55585895504953,-2.89223992828425,1,1,0,1
"Quimica","Materiais Basicos",435,"ELEK3","Tradicional",1018797649.8,367280971.84,54980133.699,184436783.62,130771483.27,1401483946.3,53052548.915,111385368.09,47456.830306,31485000,703589382.96,439976572.61,61446824.723,28849565.459,150179931.08,19635961.434,359403138.01,2013,0.012604458185237,0.297849288234575,0.869038476756978,0.0536045894186026,20.7418889942353,0.309392416576941,0.307092740850382,0.0001308398790671,0.741251061629608,2.12990468817723,6.74496111728536e-05,0.0539657052701222,0.0781423583563735,0.15158184813201,0.0541369240807925,0.414050493766957,1.0536045894186,137.888738632202,1971,42,0.128358642460229,1,0.0679087761233927,4.92644711817385,0.473427187469582,-0.9940013349491,1.5329440503633,-3.36700616811607,1,1,0,1
"Quimica","Materiais Basicos",435,"ELEK3","Tradicional",922705358.93,346525759.48,42424230.005,203618464.39,108976568.56,1226448783.9,51689035.414,40164105.452,19976457.818,31485000,610110325.98,327243249.35,62403311.299,22307416.222,171389062.02,70160929.759,251328998.48,2014,-0.0565104482707632,0.256243237833728,0.851105984020803,-0.124892734491967,20.642820520411,0.338780987803621,0.109355258048862,0.0543901245902345,0.693437266953752,2.7974244384904,0.032742369645871,0.0459780899660067,0.0695353417217704,0.115508924386863,0.191027946281858,0.466642911451081,0.875107265508033,148.63472366333,1971,43,0.11810549001945,1,0.0254378409143425,5.0014917770144,-1.28223651093822,-0.984156116770063,1.38966095508686,-2.99634624155646,NA,1,0,1
"Quimica","Materiais Basicos",435,"ELEK3","Tradicional",903883002.03,355733236.38,13022146.706,245392855.04,119132434.15,1059940161.6,52614829.943,44570658.678,0,31485000,539357712.84,238662279.55,5385695.3339,42137376.873,231949950.89,59178646.132,164430825.43,2015,0.026570829579356,0.189414422603086,1.0519428331591,-0.135764839499059,20.6222104874474,0.403288133941368,0.128621487605664,0,0.667329253216757,0.127812781278062,0,0.0144068941187676,0.024143803631604,0.0375791592681051,0.170777047630756,0.669358466274099,0.864235160500941,249.816769917806,1971,44,0.131800724078719,0,-0.0800624289994744,5.52072772881606,1.09573021996004,-0.925260757074393,1.32828018246045,-2.82376183113708,1,1,0,1
"Quimica","Materiais Basicos",435,"ELEK3","Tradicional",484321587.84,93583654.214,383244372.19,157166299.97,202950622.2,859512611.72,59916153.195,37655146.211,0,31485000,124204665.67,140490337.77,332810027.46,50005026.106,242248330.32,29449027.372,124329558.36,2016,-0.736927437069635,1.2457664341254,1.01232295816553,-0.189093268791184,19.9982596817259,0.743549185523747,0.105852201481607,0,1.03362574064194,6.65553152106178,0,0.66530112482654,3.08558756728386,1.07733642234265,0.0827840200473764,0.680983123154752,0.810906731208816,308.932376861572,1971,45,0.419041040695974,0,-0.0728326564123093,5.73312240783948,1.23897250388267,-0.9852989761931,0.65828939737099,-5.73114722883629,1,1,0,0
"Quimica","Materiais Basicos",435,"ELEK3","Tradicional",495914864.67,97667809.603,51626904.98,191122018.01,140930337.09,1059943838.4,21542442.328,61045224.37,0,31485000,163862509.58,287589248.1,72251887.098,58204022.328,182830214.1,84860195.057,126451363.5,2017,0.0436417601268344,0.781860335787721,3.54818753220181,0.233191722782183,20.0219148261462,0.669575321792913,0.652306483249804,0,1.2494918933562,1.24135556630151,0,0.104104370846707,0.315062335566117,0.551665837518414,0.90678437137054,1.95365542877731,1.23319172278218,346.490038553874,1971,46,0.284182522304066,0,0.0342278288411842,5.84785406945444,0.814102450662405,-0.950816181694306,0.641562925264729,-4.07032163167278,1,1,0,0
"Quimica","Materiais Basicos",435,"ELEK3","Tradicional",579491646.69,114778029.28,69178789.292,199531390.7,185977117.37,1198544606.8,14959607.79,119955632.23,30199029.573,31485000,193983138.62,395953873.04,93252189.405,70239576.667,241209058.47,52406655.041,188678157.66,2018,0.175187912440646,0.861475213010363,3.94713989836584,0.130762370022566,20.1776618059551,0.665252916538119,1.22820029155559,0.309201462546902,1.34853088146074,1.32763028807962,0.155678631595697,0.119378406379354,0.356622693003832,0.708306959818162,0.53658063239078,2.46968842088777,1.13076237002257,165.088276545207,1971,47,0.320931489577603,1,0.097695659761932,5.10648034019899,-12.1809839097931,-1.01608352821991,0.755998795097555,-5.14704973105046,0,1,0,0
"Quimica","Materiais Basicos",435,"ELEK3","Tradicional",516706611.42,116463963.14,58890626.073,151467214.77,131884052.11,1007425793.4,18256864.837,43729790.785,10473248.357,31485000,233355344.53,568873022.86,52245123.269,32250558.045,159436012.46,26235672.316,141452415.02,2019,0.0146886461683985,0.672145108205329,2.46868907453331,-0.159459074210237,20.0629857886468,0.548379410332655,0.380994438215362,0.0912478496337535,1.64933885285102,1.61997579068558,0.0448811162996679,0.113973045382869,0.252364590970099,0.513082742772459,0.228577476722468,1.38908128550506,0.840540925789763,158.080664316813,1971,48,0.255239722494666,1,-0.163592821422723,5.06310543639972,-2.57893506926469,-1.01168194556252,0.602085620251373,-3.66235041882373,NA,1,0,NA
"Energia Eletrica","Utilidade Publica",243,"ELET3","Nivel 1",255253103380,83260119697,5839981592.3,40874436790.27,93587188065,51727889657,2697311051.8,12508099615,6356729212.4,1352634100,120229568150,41503651852,7237268884.3,6302021311.4,70956091223,11393460945,16487569792,2011,0.0703271802088282,0.10974877763365,1.72853380827921,0.041186735910179,26.2655214521151,0.527939828891091,0.160794375979938,0.0817171543593677,0.6893756603825,1.14840438117976,0.0528715964817345,0.0228791795867254,0.0485735886950368,0.0750742498678289,0.146465450331567,0.9121561837016,1.04118673591018,133.884857654572,1996,15,0.366644662986428,1,0.0528935639393168,4.89698015933123,-1.68623933679448,-1.21601693697006,9.70704822730646,-3.63490389983998,NA,0,1,NA
"Energia Eletrica","Utilidade Publica",243,"ELET3","Nivel 1",254555295150,70081525798,10169043006,40874436790.27,109490175030,58449970369,2624284136.5,11735711427,7439717373.9,1352634100,99169639649,14291719527,11750401212,5474015150,72928777492.07,2398578558.5,19946436277,2012,-0.158282187762395,0.153654921336379,1.8059619943795,0.129950801329285,26.2627839190819,0.602581052239986,0.140952372753109,0.0893551126394557,0.646839152374513,2.14657813141054,0.0750201109959869,0.0399482674285277,0.102541897318496,0.122135820162248,0.028808252585138,0.875914876863884,1.12995080132929,117.530190149943,1996,16,0.430123344971007,1,0.0732188226564098,4.76669523802776,-1.78254072496882,-1.21959245817239,9.66288247639327,-3.6996467386005,NA,0,1,NA
"Energia Eletrica","Utilidade Publica",243,"ELET3","Nivel 1",193156838000,41927431222,8774855858.3,35868834044,72579086064,39342269244,2094437416.1,6249483903,5847950266,1352634100,84436462649,12590330979,7245043059.7,4810398793.5,48529065743,467018479.67,18678373324,2013,-0.401733470489072,0.15509498616981,1.54745375294176,-0.326906942884168,25.9867683279689,0.562243135280813,0.0891744840289757,0.0834449621267648,0.62663197606807,1.50612108698551,0.069258589032913,0.0454286576087977,0.103922589637333,0.12520925819441,0.0066639313906508,0.69246588441693,0.673093057115832,137.888738632202,1996,17,0.375752092524936,1,-0.143318052330488,4.92644711817385,-1.61557831096762,-1.21481735456582,9.2061732519426,-3.58561063313069,NA,0,1,NA
"Energia Eletrica","Utilidade Publica",243,"ELET3","Nivel 1",189718891210,40884553930,3975949986.9,25295565853,89852988352,39673323931,2331346679,4132765639.9,1069057277.9,1352634100,74165076866,11122626288,2566558352.8,5917419277.7,54602023769,7606654470.7,14779594581,2014,-0.0248733886528394,0.150433653626518,2.74637751106917,0.0084147328906425,25.9688092935891,0.608242277925644,0.09856949303709,0.0254978005268076,0.665569884409826,0.433729339151641,0.0144145644159656,0.0209570589493854,0.0536094635765519,0.0948293246454306,0.181424290708959,1.30229833256156,1.00841473289064,148.63472366333,1996,18,0.473611182201891,1,0.236269140368688,5.0014917770144,0.813397570024458,-1.18456629990526,9.13928696407721,-3.46601318491584,1,0,1,1
"Energia Eletrica","Utilidade Publica",243,"ELET3","Nivel 1",177364563290,35019636468,14721695908.59,33304603035,94589288347,38625341715,2183908939.8,2419540222,27326714.705,1352634100,49888812367,10709061050,14868170822,14095841287.82,57143470801,3710357699.4,1585547995.2,2015,-0.143450689765175,0.413496130527307,3.12817137740996,-0.0264152864484623,25.9014731308928,0.719383205930793,0.0591798121643344,0.0006683872533325,0.781457974811897,1.05479130464156,0.0005477523598672,0.0830024647286464,0.295090125623595,0.360079650955605,0.0907520650892424,1.39767871501882,0.973584713551538,249.816769917806,1996,19,0.533304322985543,1,0.004981765257663,5.52072772881606,1.96074752575897,-1.22666089977259,8.99872564759756,-3.67829159875017,1,0,1,NA
"Energia Eletrica","Utilidade Publica",243,"ELET3","Nivel 1",190126182420,29899449515,3820265569.5,34722966917,106265828950,67741854474,2056029192.1,2632798133.6,6456506.0579,1352634100,49291877692,35317605747,20020081969,14095841287.82,52400631833,5647920671,2080643088.1,2016,-0.146209026403763,0.167799993211511,4.02599255979804,0.753818904020018,25.9709538066781,0.740951738450116,0.0751806243336015,0.0001843681633817,0.92731258456833,1.42028287352377,0.0001309851918858,0.0200933165588988,0.0775029426424148,0.109089241203028,0.161278677925767,1.49632141044303,1.75381890402002,308.932376861572,1996,20,0.558922645989138,1,0.0605805983923214,5.73312240783948,2.31386222468983,-1.228458831915,9.06249603450836,-3.44601502466783,1,0,1,1
"Energia Eletrica","Utilidade Publica",243,"ELET3","Nivel 1",187364827810,30292258182,1910532355.7,37030895104,104024904390,41026853511,1896990339.7,2298663518.3,413166886.15,1352634100,45861503783,29303304216,5408247044.2,11205223170,50552804958,1426229266.1,3435628520.4,2017,0.0131376554877017,0.127344240685429,4.71767212380398,-0.394364771535056,25.9563235040236,0.75464281273609,0.0768797939623204,0.013818544918117,0.90923737235654,0.482654112474941,0.0090090130516643,0.0101968569983551,0.0416587376798621,0.0638985796290839,0.0477008536690445,1.69076039117839,0.605635228464944,346.490038553874,1996,21,0.555199743761342,1,-0.0343621005931646,5.84785406945444,1.85328383150474,-1.1937095327172,9.00061096089231,-3.3810441743544,1,0,1,1
