"setor_economatica","setor_bovespa","id_cvm","codigo","listagem_bovespa","at","k","ll","d_cp","d_lp","v","depreciacao","caixa","dividendos","qtd_acoes","pl","v_merc","ebit","desp_fin","div_onerosa","fcl","cap_giro","ano"
"Siderurgica e Metalurgica","Materiais Basicos","00403","CSNA3","Tradicional",73332466258,27188221496,5798469551.3,10165141366,49997797271,25846587125,1483636155,17057794808.26,2904498881.7,1457970108,12494637773,34171538479,9007296191.3,4260809226.7,43634562441,1589752209.7,24167852754.54,2011
"Siderurgica e Metalurgica","Materiais Basicos","00403","CSNA3","Tradicional",72872726808,30170081465,621049564.42,9473005616.5,50083989411,24977606971,1819261169,17057794808.26,1773556824.3,1457970108,12738287385,25561918741,948615354.29,3561479687.4,44573095318,184450891.31,21751390539,2012
"Siderurgica e Metalurgica","Materiais Basicos","00403","CSNA3","Tradicional",70351315892,20813206274,710491560.19,7766491732.2,51322119345,24164504342,1612964144.2,13951850291,2317712032.2,1457970108,11301104369,29263570685,4354518711,3745715971.9,38728165297,414906692.63,15127300146,2013
"Siderurgica e Metalurgica","Materiais Basicos","00403","CSNA3","Tradicional",65281395618,20494777966,138018447.61,8346507489.3,49412103562,21153391116,1680972555.4,11393783709,557408628.84,1358974147,7472273472.5,9586280567.3,3696494702.5,4267063998.6,39199163441,877833425.84,12556695840,2014
"Siderurgica e Metalurgica","Materiais Basicos","00403","CSNA3","Tradicional",57661518038,21181995454,1917460433.8,6312038487,40995690058,18171805409,1394828718.5,9317172331.9,651682172.96,1357133047,9084505315.5,6434071407.3,6136688116.9,4580966491.3,40632742313,1411907915.2,13162146339,2015
"Siderurgica e Metalurgica","Materiais Basicos","00403","CSNA3","Tradicional",49236292639,20223560040,1042348820,6129424367.5,34872290625,19123021262,1474734005.5,5431897575.5,59101.005366,1357133047,6907600614.5,16419924779,2169426179.5,3530467692.6,33945184305,1354299538,7748069321.1,2016
"Siderurgica e Metalurgica","Materiais Basicos","00403","CSNA3","Tradicional",48970895584,19459297470,11126506.817,11557669788,28435515858,20065624934,1574234987,3695373745.9,0,1357133047,7611965887.5,12318852982,3232194988,2988191733.3,31965791177,528868692.25,1312223732.3,2017
"Siderurgica e Metalurgica","Materiais Basicos","00403","CSNA3","Tradicional",49413818867,18842406985,5297814379.9,11942786963,27016178817,23981400822,1329138391.2,2347100652.6,524131283.5,1380114547,9086369507.5,12738023128,7252778691.5,2929858188,30097830875,699496350.78,601319226.28,2018
"Siderurgica e Metalurgica","Materiais Basicos","00403","CSNA3","Tradicional",50919101721,19720240790,1790819365.3,11631338580,27914702293,25461331603,1520819162.8,1090021615.7,1922189914.9,1380114547,10184509818,19492490188,3545386256.5,2512684730.1,27994429308,2448559982.3,1106931162.1,2019
"Textil","Consumo Ciclico","00414","CTKA4","Tradicional",668296584.7,199202219.46,28597909.475,277245751.11,210693373.39,596438546.58,9296570.1528,8655025.1611,1819654.8856,14406000,180357460.21,144815263.62,54794607.696,45999609.082,321570677.81,50527083.738,79721546.737,2010
"Textil","Consumo Ciclico","00414","CTKA4","Tradicional",571948370.89,192641717.84,108644452.75,351261148.13,159950907.26,554794065.96,11509218.082,27740407.369,8907283.6521,14406000,60736315.491,89306709.595,58769609.791,76710909.921,362703088.3,15686707.517,69710877.063,2011
"Textil","Consumo Ciclico","00414","CTKA4","Tradicional",622202631.95,184053230.84,3649902.2276,222333594.63,346108002.77,512232511.77,10654048.341,82737030.326,1478.2917082,14406000,53761034.553,65543814.307,53465376.211,78897906.76,416115463.2,29614617.791,123463966.88,2012
"Textil","Consumo Ciclico","00414","CTKA4","Tradicional",508113303.14,171580169.97,53352643.577,217631440.63,292363386.26,469170786.51,11639485.527,12982234.667,15353.680393,14406000,6720786.032098,28335829.942,13998369.151,73682312.207,375812034.98,6094015.327,47448455.572,2013
"Textil","Consumo Ciclico","00414","CTKA4","Tradicional",420484170.71,121843406.48,141707054.83,430143809.26,81314637.87,436613301.01,12304102.326,47988622.55,0,62054000,90974276.413,72346547.595,61750065.781,79622495.866,357746366.23,87258122.694,160649863.12,2014
"Textil","Consumo Ciclico","00414","CTKA4","Tradicional",328100731.76,124725545.13,58744851.129,409514334.86,55873033.393,311375919.51,10503528.179,4545365.6702,0,62054000,137286636.49,47850311.677,14560578.164,81897177.857,307717107.56,39770468.074,227551554.02,2015
"Textil","Consumo Ciclico","00414","CTKA4","Tradicional",350816877.17,133533703.61,107696528.25,527098449.48,57128369.923,347101319.63,8177125.8934,1848857.866,0,6205000,233409942.23,38718808.192,2421935.515381,118094959.85,385244885.47,16544936.163,330420339.64,2016
"Textil","Consumo Ciclico","00414","CTKA4","Tradicional",349568587.74,129710676.1,1450570.942248,524847898.51,50227426.124,335545636.29,9267756.263,1805674.3444,0,6205000,225506736.9,24969027.337,48291769.223,110257703.36,433630473.26,41763395.334,325942091.76,2017
"Textil","Consumo Ciclico","00414","CTKA4","Tradicional",356954951.83,131291231.18,55006419.376,592542672.47,36047977.287,330597100.16,9078293.5327,2109045.7661,0,6205000,271635697.93,26579188.192,48182299.016,109367596.03,510435015,11911932.25,384967673.56,2018
"Textil","Consumo Ciclico","00414","CTKA4","Tradicional",381182997.89,135272367.68,12443175.984,117724196.31,536323807.38,337640390.27,11193953.586,7934764.382,0,6205000,272865005.8,74073182.617,34740995.005,52102984.182,526716406.28,18436040.165,111283894.3,2019
"Textil","Consumo Ciclico","00315","CTNM4","Tradicional",5540070940.9,2019205372.3,3614314.5118,1194558440.9,815548656.98,4357693523.1,201015208.94,371316243.1,13467445.774,116674000,2484473796.6,1047690745.7,83880757.905,160027982.55,956531918.2,126199398.44,1416861279.1,2010
"Textil","Consumo Ciclico","00315","CTNM4","Tradicional",5274948765.7,1747349954.3,406413396.29,1345319010.4,1256829770.8,2720905261.8,175938018.51,359899320.11,5408831.826,116552000,1904720831.6,666395171.8,118093088.96,183834568.77,1525684854.8,524163837.25,1347199663,2011
"Textil","Consumo Ciclico","00315","CTNM4","Tradicional",4598025310.8,1618016883.9,151848645.98,1227591174,929490694.46,3023328287.1,161160405.45,275498877.62,5113411.0188,116675000,1570486848.9,565703801.15,178268675.39,201031411.11,1193442635.6,45568341.906,1016590163.6,2012
"Textil","Consumo Ciclico","00315","CTNM4","Tradicional",4439326858.4,1523454979.1,27799932.036,1378907057.2,727242425.5,3347297736.2,149096798.72,229072724.1,5038798.7472,122546000,1390194803.8,375491920.54,127057288.41,191150529.32,1266952207.1,130405786.52,788704603.9,2013
"Textil","Consumo Ciclico","00315","CTNM4","Tradicional",4271972522.1,1327539183.7,100284992.65,1224519217.4,947683473.7,3213211075.6,131465004.62,272221049.42,3434130.0523,122546000,1269917157.4,154593700.96,58903594.347,242919446.24,1434418283.2,167783094.3,960051851.18,2014
"Textil","Consumo Ciclico","00315","CTNM4","Tradicional",3945629856.2,1120128625.6,92214624.574,1315305560.8,852888384.57,3055365172.7,106173104.75,310834268.37,284455.73947,30636000,1040484574.2,103399845.4,43252680.418,283392586.14,1435739380,223336868.15,791908185.42,2015
"Textil","Consumo Ciclico","00315","CTNM4","Tradicional",3723213912.9,1005051625.2,157033601.48,1249909320.7,1008462756.8,2964919021.1,99463646.691,204534083.1,0,30636000,803122446.8,120119483.77,60432450.657,327205467.97,1526723933.3,144795232.92,506885905.64,2016
"Textil","Consumo Ciclico","00315","CTNM4","Tradicional",3833925402.2,881956557.7,53951426.361,1188260451.6,1040384713.2,2792163957,92400266.51,186325661.68,107235.60893,30636000,894646104.76,203852534.73,294019459.12,267512766.33,1531516219.8,28311283.946,507064118.44,2017
"Textil","Consumo Ciclico","00315","CTNM4","Tradicional",4446034484,851773631.42,153483195.42,1564296994.1,1001158804.7,1857331153.9,94728521.441,151461852.55,16364942.246,30636000,1073443738.1,244482756.9,482456747.98,273377226.81,1616622210.7,368675817.06,315134244.82,2018
"Textil","Consumo Ciclico","00315","CTNM4","Tradicional",4313927294.8,986180003.86,56139934.447,1349854869.6,1173039851.3,1867625522.2,104074840.05,165615058.82,9124928.9903,30636000,999990517.82,324683051.16,31885200.533,303521003.53,1533652720.7,280722694.76,220780039.25,2019
"Textil","Consumo Ciclico","00408","CTSA4","Tradicional",514890679.55,183203587.08,37866151.667,121700251.75,56634258.789,527140023.02,14700545.238,7468583.514,6632075.4988,39299000,336556169.01,172304799.6,60860123.981,12712588.939,84214028.03,2124597.0505,172617261.54,2010
"Textil","Consumo Ciclico","00408","CTSA4","Tradicional",536647802.86,183490356.15,38132499.064,150896550.95,39657986.779,579489756.31,15192293.037,8946398.7218,7937229.9258,39299000,346093265.14,199892796.21,54127433.33,15275216.985,104781448.47,16428329.237,144771131.05,2011
"Textil","Consumo Ciclico","00408","CTSA4","Tradicional",480258540.42,173139003.16,47340813.664,61210146.471,56821098.389,549373112.65,15913810.239,1207764.3256,9786291.1085,39299000,362227295.56,281850503.24,77271785.881,12485651.767,45330336.941,55736032.275,187181296.1,2012
"Textil","Consumo Ciclico","00408","CTSA4","Tradicional",581912861.64,239102864.76,49384415.09,124818442.65,76853545.103,537581203.18,17464113.553,17945660.801,10605205.784,39299000,380240873.88,334262639.46,67466863.226,10714077.336,135627433.65,63304620.05,168043240.33,2013
"Textil","Consumo Ciclico","00408","CTSA4","Tradicional",579007706.55,207215249.95,1450570.942248,156008934.12,66742540.563,533134917.38,18444347.848,10150228.55,3431506.5764,39299000,356256231.87,168573955.19,14271709.308,19383552.247,164456526.76,38750051.901,149180026.15,2014
"Textil","Consumo Ciclico","00408","CTSA4","Tradicional",501631770.39,181771958.45,24950324.048,168203419.68,36468411.032,402472870.08,12907179.178,9408373.5829,284455.73947,39299000,296959939.68,108937990.17,19416474.683,26054960.503,159734935.27,15901075.836,94548346.87,2015
"Textil","Consumo Ciclico","00408","CTSA4","Tradicional",486188287.52,161936754.7,3521527.8292,167936064.3,42350888.355,419959477.88,12862832.016,13710318.131,0,39299000,275901334.86,70828878.626,5527616.6717,16262812.495,168621858.99,16675404.42,53799756.696,2016
"Textil","Consumo Ciclico","00408","CTSA4","Tradicional",556715288.56,149932712.3,21603100.854,197895192.38,74330524.811,453360742.12,12392753.553,16018183.686,107235.60893,39299000,284489571.37,154621545.4,39387964.118,27900755.706,208805061.6,29539619.103,31517520.335,2017
"Textil","Consumo Ciclico","00408","CTSA4","Tradicional",657076340.67,140140870.75,74952563.097,234612548,132613039.07,456700287.58,11851375.49,4782939.9279,12418312.05,39299000,289850753.59,194877060.8,125542515.34,31731742.041,299321621.98,123005395.93,54705723.743,2018
"Textil","Consumo Ciclico","00408","CTSA4","Tradicional",598211366.03,128407650.36,10614386.464,194381207.28,115305829.87,461965045.32,12326061.385,11484237.637,4319226.4802,39299000,288524328.87,252539916.42,34695950.928,34056325.037,218424734.52,55971769.894,69928426.86,2019
"Construcao","Consumo Ciclico","01446","CYRE3","Novo Mercado",20067129083,281151676.98,1000225298,6534855604.2,5730524819.6,8148629537,99202851.928,404183342.89,0,422998000,7209432664.4,15401256175,1247703361.5,370563052.62,5720018478.9,535671738.23,7112531042.7,2010
"Construcao","Consumo Ciclico","01446","CYRE3","Novo Mercado",20991914136,308724292.23,779439733.76,6501802311.8,6787938433.6,9585978612.6,51814950.414,415392651.67,223048208.36,410668000,7110680002.2,9535179277.2,1143378858.3,490840927.14,7180129590.6,532911531.41,7725647126.6,2011
"Construcao","Consumo Ciclico","01446","CYRE3","Novo Mercado",20444619104,257076406.35,975891314.6,6341908385.6,6129831178.8,8630197512.9,194439708.38,1839722204.6,174856778.12,412107000,7483480721.7,10898844918,1362220678.2,382067448.57,6236463316.3,956300992.88,8053328174.5,2012
"Construcao","Consumo Ciclico","01446","CYRE3","Novo Mercado",20081356348,218528933.04,1003337889.4,5425403023.7,6010368476.2,7498014485.3,141019367.04,1856589365.8,291377959.13,407260000,7623272601.5,8185666748,1398597454.4,250248240.94,5881503640.9,212171113.56,6703083266.1,2013
"Construcao","Consumo Ciclico","01446","CYRE3","Novo Mercado",17604326581,224886984.12,867713367.26,5325149900,3926232493.7,7631595856.8,116219985.72,1205697089,223845464.16,382936000,7423244641.7,5555567381.4,1259613455.5,344329910.09,5083273285.5,1259095319,6013164345.1,2014
"Construcao","Consumo Ciclico","01446","CYRE3","Novo Mercado",15087518198,165542573.28,530747000.56,3600190361.9,3571295585,5145311270.3,100409320.33,981979140.07,186056573.02,379081000,6977513207.7,3369742692.9,797432552.93,371319040.44,4434678015.8,657539590.73,6401639674.5,2015
"Construcao","Consumo Ciclico","01446","CYRE3","Novo Mercado",13247210459,95554059.43,168774629.51,2538006811.7,3163519586.3,3563132706.7,118474098.37,572897268.18,118935755.28,382149000,6705796328.8,4376452006.1,266735103.46,252628920.11,3817773291.2,254639469.4,6290300649.5,2016
"Construcao","Consumo Ciclico","01446","CYRE3","Novo Mercado",11266824070,66246692.998,102907189.8,2386395244.7,1985397975.4,2896195495.9,72068828.331,211904062.38,38936274.735,382708000,6417445692.6,5480280950.5,18217055.263,181520639.85,2788169159.8,423844953.15,4806903328.1,2017
"Construcao","Consumo Ciclico","01446","CYRE3","Novo Mercado",10262562405,71936210.019,88081895.032,1753989999.5,2726643275.8,3284846089.3,64074272.089,181492784.91,448955286.84,384229000,5375506614.3,6206047406.6,54753751.517,157539454.23,2476028082,800640756.5,4426518502,2018
"Construcao","Consumo Ciclico","01446","CYRE3","Novo Mercado",9997560884.3,92479493.691,416248310.25,2192189116.5,2624859496.1,3934672183.4,75756129.426,212645078.97,799544375.84,384427000,4767040678.5,11424817123,590473794.61,150075853.29,2506728902.2,676738206.67,3166412420.4,2019
"Alimentos e Bebidas","Petroleo, Gas e Biocombustiveis","08007","CZLT33","Tradicional",51549674248,10372475162,504755312.31,6661803319.8,25271396752,31864528987,1938711573.9,3446161107.8,841789560.58,264690883,8677165797.1,13890806984,1651170532,1178516324.2,17544706000,3289811063.6,3792309024.5,2012
"Alimentos e Bebidas","Petroleo, Gas e Biocombustiveis","08007","CZLT33","Tradicional",39941530368,1775318148.1,171148871.13,3699808467.5,17650140140,9600536312,1243095379.4,2107034413,438900307.72,264690883,8215997245.7,12191937661,1748773030.5,1575986898.7,12691849113,300488274.77,1274786771.5,2013
"Alimentos e Bebidas","Petroleo, Gas e Biocombustiveis","08007","CZLT33","Tradicional",38953827774,1883511459.5,224315066.36,3897098793,17362292558,11887368414,890802579.33,2163501933,826700567.33,264690883,7666528751.1,7260058354.2,2189495332.9,1785699092.9,11153235885,101407840.37,779387489.85,2014
"Alimentos e Bebidas","Petroleo, Gas e Biocombustiveis","08007","CZLT33","Tradicional",61996734920,11622253490,544957935.21,8204927871.1,34407722392,14765920836,1544608888.1,4155215659.8,778305274.92,264690883,7131502137,4495610039.3,3601750127.6,4000749081.9,22316978596,1638435428.5,103591668.91,2015
"Alimentos e Bebidas","Petroleo, Gas e Biocombustiveis","08007","CZLT33","Tradicional",56279601428,11961204920,309782937.64,7392160836.6,31034756411,13959143400,2151019004.1,5017550462.9,1606369786.3,264690883,6994506970.2,7334734109.8,4027524989.5,5749304542.8,20449502068,2760852170.5,2386277804.2,2016
"Alimentos e Bebidas","Petroleo, Gas e Biocombustiveis","08007","CZLT33","Tradicional",60251801098,12653341499,596859317.88,9772868476.7,32000381701,14712360511,2308972218.2,4934112923.2,1180501576.2,243199181,6541108930.3,8579929005.3,4577715918.5,4229082122,23493205368,1749698439.7,4345334187.6,2017
"Comercio","Consumo Ciclico","08011","DAGB33","Tradicional",6348041035.3,670454508.76,406446247.04,1412210494.5,2518047429,7343503903.2,365019104.08,239296281.91,509824973.64,26687144,2417783111.7,9916841032.7,555707938.18,104490182.47,2132365577.1,647390549.72,215300832.87,2010
"Comercio","Consumo Ciclico","08011","DAGB33","Tradicional",10369251623,769180633.3,331897624.07,1902042231.6,5485287705.7,7837941797.7,390920699.52,622153345.04,69634211.527,26868087,2981921685.9,7146860613.7,634518400.84,166750670.96,4876923205,1628250825.8,625712816.37,2011
"Comercio","Consumo Ciclico","08011","DAGB33","Tradicional",11641863556,857724066.91,374384766.57,1963607484.6,5163600500.5,9728347986.7,519541185.98,1433073721.5,88221492.563,29335707,4090567681.2,11795751216,849056842.62,245041633.56,4573802022.8,839620906.65,1481313336.5,2012
"Comercio","Consumo Ciclico","08011","DAGB33","Tradicional",15609246590,1156164236.8,313802707.24,3490814170,7451041993.8,11716799682,633785968.74,907508591.21,127160576.8,30784787,4189162364.8,17967946713,934325887.7,338922724.16,7364607752.1,739322980.39,94370698.641,2013
"Comercio","Consumo Ciclico","08011","DAGB33","Tradicional",25477969579,1551963124.3,166485785.43,4679490162.9,12034216170,14150890369,841998055.75,1828659823.8,131824420.83,35810891,8173036699.1,19001187720,886637811.22,558225841.61,10221900602,633216590.64,1070341469.4,2014
"Comercio","Consumo Ciclico","08011","DAGB33","Tradicional",48647381147,2839027101,328471709.45,8061020527.3,24936602614,25839204380,1866718270.8,2031079167.6,175155992.04,53777542,14787708960,30593386175,577280403.83,838516258.34,20616574484,572543030.54,645686083.02,2015
"Comercio","Consumo Ciclico","08011","DAGB33","Tradicional",35414024937,2246729179.4,51501508.167,6116037432.2,17621707415,30655035797,2152580162.8,1609324836.6,191914345.78,53771538,10931714472,24343111982,996299100.85,970952575.34,14998648681,1679568054.1,991451703.3,2016
"Comercio","Consumo Ciclico","08011","DAGB33","Tradicional",36735101383,2455890418.4,213070655.82,6423987064.8,17970688492,29572206813,2062301071.6,2077319472.8,202953680.19,53787517,11509189545,28664899719,1500373482.5,920132434.49,15633544721,1592543030,1735062403.9,2017
"Outros","Saude","01962","DASA3","Novo Mercado",3240950323.8,769923976.79,163245705.61,1142368339.3,1073964646,2502803653.5,152172805.69,547679460.86,38877626.498,229152705,1024617338.5,8591596961.6,488995590.79,628314167.74,1344804945.3,35239983.078,265964557.36,2010
"Outros","Saude","01962","DASA3","Novo Mercado",6700874547,1026160382.2,227579298.02,923445774.04,1800177202.7,3410636930.3,196770704.59,391064642.97,41784281.963,310643980,3977764760,7533533759.5,586025102.14,405552864.76,1735383872.2,548673339.87,646190337.61,2011
"Outros","Saude","01962","DASA3","Novo Mercado",6315520878.6,1059157573.3,125938627.2,592744713.08,1868585850.2,3347062344.8,225557748.84,337817742.87,53811296.471,310643980,3853625607.9,6057143717.7,362109032.22,243354902.72,1635553858.4,187296602.85,875846444.96,2012
"Outros","Saude","01962","DASA3","Novo Mercado",6548778778.1,1005219413.2,183268508.12,1020011986.4,1747839247.5,3472007307.3,202103286.59,747976872.98,28613677.096,310643980,3780095653.8,6313121207.8,404069785.85,248387654.03,2059033224.9,163576715.12,988006541.72,2013
"Outros","Saude","01962","DASA3","Novo Mercado",6046503477.8,896216122,107941607.28,1065208638.7,1344939388.1,3538508979.3,222577013.53,360709582.34,41151844.157,310750556,3635182757.2,4540923663,326223990.64,252924071.88,1611151365.8,330150022.44,810821978.99,2014
"Outros","Saude","01962","DASA3","Novo Mercado",5549015596.7,884638386.03,28223935.516,887113150.96,1355163736.1,3312011808,220568165.61,376605176.27,23164179.051,310889283,3305664889.3,3721607637.4,188662898.74,252813594.15,1481014066.6,301078621.74,715491521.48,2015
"Outros","Saude","01962","DASA3","Novo Mercado",5714651281.6,909992676.09,105643604.64,1061391610,1462871430.2,3390808671.5,255536020.5,321034430.92,25213827.025,310889283,3189261977,6130103192.2,334517265.94,235118295.82,1503509504.5,294085487.59,646731150.59,2016
"Outros","Saude","01962","DASA3","Novo Mercado",6766119567.1,1034775965.9,142377476.21,1617610166,1552381669.7,3682089528.6,246220540.43,554229372.17,38853952.449,311857744,3612933392.7,9284484392.9,364021564.81,239041170.57,1941471453.7,258316500.48,89982590.963,2017
"Outros","Saude","01962","DASA3","Novo Mercado",7542023877.5,1053525784.6,192505762.5,1471367426.1,2602824539.9,4106845632.5,271256696.15,568783541.06,182714360.92,311707742,3483722840.5,8617364797.5,360925595.91,209037757.88,2655388851.4,32394734.15,923371558.86,2018
"Outros","Saude","01962","DASA3","Novo Mercado",8847838850.1,2173264598.3,124899217.26,1562335787.9,4018924626.7,4368860047.9,456097303.57,568365160.71,158051657.83,314835647,3275433100.1,18009399072,398668107.55,350275754.32,2827561845.9,59054786.709,712999689.52,2019
"Outros","Materiais Basicos","01663","DEXP3","Tradicional",1197498468.6,698474668.86,91391577.848,448110060.49,423670965,962618733.96,47031959.702,25778395.477,0,358849702,284322747.2,297572338.77,10176176.51,135583783.5,506405595.64,77410287.366,70297603.108,2011
"Outros","Materiais Basicos","01663","DEXP3","Tradicional",1038353574.1,641945217.71,66599998.039,422476552.42,374727730.24,903351540.48,46155223.714,27611532.526,0,358849702,199578250.36,84877526.234,12778353.525,98826757.278,417468100.11,61779288.779,142984808.9,2012
"Outros","Materiais Basicos","01663","DEXP3","Tradicional",971407817.43,239141946.86,129688350.91,446191910.12,451578260.36,487524017.74,31187512.246,3384788.6321,0,358849702,58752951.708,240421685.83,180922186.6,110133345.24,326667695.62,42665086.234,42433385.239,2013
"Outros","Materiais Basicos","01663","DEXP3","Tradicional",903973740.46,207762244.69,26477431.286,421887730.36,452131161.41,482047969.7,10669676.793,3843392.3046,0,358849702,24090068.148,188286714.43,15184678.948,75082570.69,296168138.12,876240.97594,42215663.665,2014
"Outros","Materiais Basicos","01663","DEXP3","Tradicional",842323224.32,194404163.75,48391847.445,481558677.04,400212632.18,471331307.97,9736682.9155,1248049.5569,0,358849702,26630983.375,38278821.502,7086503.6095,100760149.08,276928329.46,21831978.004,115630072.86,2015
"Outros","Materiais Basicos","01663","DEXP3","Tradicional",810589245.52,173016520.54,58646039.136,285729943.56,510153187.64,488291391.22,10673864.591,964573.0121,0,5882782,21542874.013,154224859.46,119362843.68,79552183.449,196362532.77,23990547.725,77822642.707,2016
"Outros","Materiais Basicos","01663","DEXP3","Tradicional",877049716.21,288610018.41,87907202.814,155640029.71,523435421.4,524127578.51,12884520.891,9237426.9998,0,6267569,168941577.97,110863640.63,115878365.73,50001039.838,142765257.51,1314990.1944,45418071.542,2017
"Outros","Materiais Basicos","01663","DEXP3","Tradicional",891488424.91,275984299.72,7103934.3527,197493342.52,498078303.79,767548575.53,15553690.483,22307857.346,0,6267569,168330042.35,61512249.858,52536121.217,37556675.867,195315387.33,4224356.0246,75139453.786,2018
"Outros","Materiais Basicos","01663","DEXP3","Tradicional",815026525.54,276281348.79,24968432.288,222082313.56,392028610.62,798500354.24,19168757.148,11995738.154,0,6235309,178020197.59,249032514.16,49739671.617,41111228.451,192694556.85,5472354.8475,46927920.242,2019
"Construcao","Consumo Ciclico","02135","DIRR3","Novo Mercado",2798705866.2,57705722.242,277534029.77,685613300.43,733595866.75,1302931220.4,10454683.839,318024683.68,31302396.544,133407162,1322210897.1,2998868929.1,264546492.98,7610223.3174,503861104.75,471993815.34,1494248268.7,2010
"Construcao","Consumo Ciclico","02135","DIRR3","Novo Mercado",3836269907.1,71442892.346,274143441.49,1044159572.6,863764000.83,1677742341.1,16213978.656,549350812.87,63009683.337,153244532,1809904338.3,2277784804,278139437,24839633.807,740294936.69,346335778.57,1949798602.4,2011
"Construcao","Consumo Ciclico","02135","DIRR3","Novo Mercado",4474953091.2,85921270.666,332671809.44,1071700878.5,1302070466.9,2021967484.6,14694219.579,534495584.9,61661025.442,153972578,1963159562.2,3220771852.7,333239473.45,21936370.658,1118256719.3,156670833.53,2550957911.2,2012
"Construcao","Consumo Ciclico","02135","DIRR3","Novo Mercado",4792659709.5,140846289.19,318514891.33,1033720031.4,1523679701.2,2434157135.9,21758956.695,683624015.29,79420401.307,152824348,2055757307.8,2559726758.7,361119958.64,43424395.519,1242671059.5,318050093.56,2374473192.8,2013
"Construcao","Consumo Ciclico","02135","DIRR3","Novo Mercado",5188605845.9,144249203.05,270047499.57,1126664875.2,1785379028.8,2407843303.2,25893707.881,834409651.49,122029673.27,153265983,2119815811,1630473426.6,319615454.66,60299283.566,1244048372.5,383083897.2,2442117705.1,2014
"Construcao","Consumo Ciclico","02135","DIRR3","Novo Mercado",4607533472.1,103217135.53,146550411.74,792189085.47,1708611844.7,1860313275.8,50211178.945,517500844.95,79571752.187,146267378,1950348258.2,608496454.34,193509313.4,57782442.544,991388698.89,202455446.4,2093689061.1,2015
"Construcao","Consumo Ciclico","02135","DIRR3","Novo Mercado",4560553611.6,77809261.348,13227474.068,839988092.79,1771996450.9,1514410852.2,28512332.193,482548557.68,44655827.564,146315104,1777694679.9,744000114.05,3299620.2807,56065666.939,1011251655.2,143800551.85,1968170529.6,2016
"Construcao","Consumo Ciclico","02135","DIRR3","Novo Mercado",4486308935.3,59862383.108,155741849.37,760171567.97,1988362660.8,814402456.83,24941486.175,447408624.23,1083.187969,146437554,1575999500.2,896199591.39,142839997.48,46574916.292,968316968.1,24832084.19,1786863702.1,2017
"Construcao","Consumo Ciclico","02135","DIRR3","Novo Mercado",4856740868.5,69193406.441,80911139.427,797843660.65,2604202728.3,1217449800.7,21022592.327,746825634.76,93967385.618,146994040,1339234664.7,1151053803.3,32175476.918,61452582.03,1041567912.8,493303716.52,1552504087.2,2018
"Construcao","Consumo Ciclico","02135","DIRR3","Novo Mercado",4659275227.1,102071880.1,100574414.79,517069966.97,2771520007.4,1459656313.3,35907136.106,534317844.49,130096302.75,147925010,1258158141.8,2221048506.2,193206057.36,40981101.118,873856091.87,267702954.6,1818640589.1,2019
"Textil","Consumo Ciclico","00520","DOHL4","Tradicional",836529677.74,434357620.06,20599426.461,85898708.515,106411484.74,410923731.18,10794619.367,86033682.916,6722058.4327,5043000,643911209.61,264263664.53,2421935.515381,8450064.0338,29324438.349,55419489.181,281751563.21,2010
"Textil","Consumo Ciclico","00520","DOHL4","Tradicional",814408605.99,413125542.23,37744477.573,80415889.315,105962723.58,471083123.18,11631257.1,88648829.167,8165661.9323,50430190,627738976.98,415416397.11,36355110.301,10363928.844,29805683.045,13109806.731,292547864.04,2011
"Textil","Consumo Ciclico","00520","DOHL4","Tradicional",816676341.04,409353756.92,31020473.205,99743298.137,108701745.88,463707586.45,11863290.958,97175505.44,13749591.178,50430190,607960769.63,225857638.89,33385739.939,11804159.29,52164479.508,1708905.2147,277800577.81,2012
"Textil","Consumo Ciclico","00520","DOHL4","Tradicional",805932829.1,396619063.49,55946019.774,80158773.755,111222060.76,514071926.92,12118241.197,88226434.906,10871801.507,50430190,614296565.16,378595128.33,62943110.666,12091721.204,27738517.314,29603291.587,304150825.43,2013
"Textil","Consumo Ciclico","00520","DOHL4","Tradicional",819167256.07,411994602.46,55405189.133,77820167.871,123409621.64,519845699.82,11965673.925,100025268.53,12614984.229,60516228,617697418.51,439164861.02,54514519.039,8580078.1789,34334741.833,12321154.92,305699226.34,2014
"Textil","Consumo Ciclico","00520","DOHL4","Tradicional",763587060.86,387061295.16,33429475.549,69254305.47,109246411.97,472035335.93,12101221.249,73962047.958,11399563.759,60516228,584871816.38,551213520.23,32099644.967,13333862.787,35515484.305,6950201.901,287607272.01,2015
"Textil","Consumo Ciclico","00520","DOHL4","Tradicional",715706484.3,367982931.45,17236306.414,44574424.292,101231101.28,478576524.07,12885134.283,82346657.401,5379306.6016,60516228,569694662.76,471828361.57,19963873.567,16161337.184,16279539.195,34252935.506,289466688.26,2016
"Textil","Consumo Ciclico","00520","DOHL4","Tradicional",728895598.55,361099123.67,36981120.451,55413730.119,95047577.906,498280547.2,12322346.335,74465923.307,96403.729243,60516228,578215486.56,455888651.18,35762533.985,7493494.3697,14585126.002,2492415.5167,300353942.37,2017
"Textil","Consumo Ciclico","00520","DOHL4","Tradicional",757638148.59,380913502.91,51756191.916,59579498.81,101895100.71,501900688.23,14389538.984,43081958.142,9934440.8239,60516228,595974570.21,469096618.59,33460741.936,12621908.052,28212141.409,28130703.008,305506764.12,2018
