"setor_economatica","setor_bovespa","id_cvm","codigo","listagem_bovespa","at","k","ll","d_cp","d_lp","v","depreciacao","caixa","dividendos","qtd_acoes","pl","v_merc","ebit","desp_fin","div_onerosa","fcl","cap_giro","ano"
"Outros","Saude","02249","QUAL3","Novo Mercado",3705774037.2,56910825.058,414545474.31,1094077932,153412197.84,2017296010.8,337745930.04,143504903.15,370517577.82,280535625,2458283907.4,3775509537.6,685077577.5,95092906.081,642868471.96,612547284.79,69138070.092,2018
"Outros","Saude","02249","QUAL3","Novo Mercado",3383373722.9,134094214.82,393140698.83,471596469.93,1483542686.7,2004971919.4,381114931.29,201246925.57,366940060.79,281476125,1428234566.2,10452992774,605165170.52,116081588.98,1331703107.6,683240569.41,455256480.8,2019
"Comercio","Saude","00525","RADL3","Novo Mercado",1536850188.8,257086241.22,148330201.14,479332423.5,60011951.511,3341392940.6,52143443.847,301352845.64,52075123.471,187536648,997505813.79,4218774450.4,187012864.61,9189923.7126,80971309.708,80418081.3,631203619.73,2010
"Comercio","Saude","00525","RADL3","Novo Mercado",4062728949.6,274002627.24,107481952.88,507787139.9,110978840.1,3627958692.4,69779719.586,226653053.17,46382649.547,330386000,3443962969.6,6704489436.6,135428887.82,14287952.628,137179678.34,60751961.519,697837875.53,2011
"Comercio","Saude","00525","RADL3","Novo Mercado",4937769267.7,671620445.46,155006277.07,1276173752.7,313768893.36,4399467081.7,87325647.788,246820018.48,50381659.708,330386000,3347826621.7,11267546821,211373539.9,16613042.217,284086274.15,85743875.66,1227851353.4,2012
"Comercio","Saude","00525","RADL3","Novo Mercado",5044511712.1,749020923.25,140953764.95,1423710492.3,372823650.46,8699840567.5,221561982.81,337620452.9,40951057.187,330386000,3247977569.3,6815784975,209136668,28348477.162,341724072.93,96215931.868,1233278794.4,2013
"Comercio","Saude","00525","RADL3","Novo Mercado",5311606205.3,849577277.84,290400426.19,1672531521.5,416217087.04,9695801847.5,246040070.92,368846293.08,54472543.424,329286000,3222857596.8,10949601811,405492317.25,33120072.457,368909256.51,116686964.45,1270918013.5,2014
"Comercio","Saude","00525","RADL3","Novo Mercado",5569644564,950538484.24,403223122.09,1954170632.2,466551266.32,10546017570,269875012.35,315332224.75,143744967.01,329286000,3121675361.3,13847148093,593638979.32,182225902.4,351288615.46,134107843.6,1229178289.1,2015
"Comercio","Saude","00525","RADL3","Novo Mercado",6310764093.8,1122479747.3,499219501.65,2436170203.9,600671395.37,12552345442,306025005.78,308476024.84,170993705,329528616,3244742209.4,22484984197,786754813.66,245051725.17,461621226.21,74123811.862,1386196239,2016
"Comercio","Saude","00525","RADL3","Novo Mercado",7001996745.6,1382446808.4,553685611.81,2701231410.2,780001490.12,14311626456,366228018.7,286907246.92,185059414.94,329711846,3490587311.6,32785443264,858517453.24,230635631.93,661783438.37,11200163.598,1553751902.5,2017
"Comercio","Saude","00525","RADL3","Novo Mercado",7676096543.3,1615153187.3,524595900.02,3041875664.3,943634059.44,15453923222,434086514.19,252216815.65,181275615.84,329339428,3654137914.7,19651449794,753315648.86,161244901.47,880317790.93,20988137.619,1687633364.1,2018
"Comercio","Saude","00525","RADL3","Novo Mercado",12260251988,4818975498.1,772996397.92,4082479817.1,4097360378.2,17582805251,1044772338,299519087.54,186783772.98,329656566,4028955442.1,36838906897,1119564524.2,411648809.52,1127579367,463139194.25,1679204146.8,2019
"Transporte e Servicoes","Bens industriais","01745","RAIL3","Novo Mercado",20862436579,10018024988,409690631.71,2838966563.7,11644719804,4588348110.7,635719429.93,3290309295.7,11114558.687,688551168,6346516324.4,17210515067,1702780385.3,1719650519,7941600468.6,706004433.06,1665867386.2,2010
"Transporte e Servicoes","Bens industriais","01745","RAIL3","Novo Mercado",22126781556,11361959233,383241629.05,3037105226.1,12694267007,4964821024.8,709076417.33,3285255921.5,88263936.882,680684838,6290180397.5,9904512954,1797728599.4,365305022.73,8811431391.8,409799196.71,1597229446.4,2011
"Transporte e Servicoes","Bens industriais","01745","RAIL3","Novo Mercado",26095421681,11776865590,350820796.74,3668754881.8,16104867616,5275399267.6,722602291.61,3708087789.2,76273938.978,680684838,6214365811.9,8361943748.5,1772071141.1,1652363513.5,9538165758.4,344233528.88,1764358893.3,2012
"Transporte e Servicoes","Bens industriais","01745","RAIL3","Novo Mercado",26354893885,11962863347,18185736.531,3937736077.8,15998935561,5082662816.3,735065823.56,4072404604.3,77262511.317,683309241,6074115561.4,6256636793.3,1692928903.3,1700012533.1,9731871694.1,67732063.158,2075777111.3,2013
"Transporte e Servicoes","Bens industriais","01745","RAIL3","Novo Mercado",20612877673,11226771917,2672193924.7,11692995079,6099278632.3,4809125293,803153558.71,1740836342,9559946.4559,681998465,2472677265,4526692668.8,956689866.72,1989809459,8910704362.2,1111165379.1,8263679105.8,2014
"Transporte e Servicoes","Bens industriais","01745","RAIL3","Novo Mercado",17917080035,10692284711,1394595227.7,3709471145.6,11542290611,4917310513.3,1251511620.3,42469241.902,1777848.3717,681995165,2416721739.7,3420623285.6,21621006.664,1700865166.7,6727084300.8,214340955.39,2227715123.6,2015
"Papel e Celulose","Materiais Basicos","00242","RANI3","Novo Mercado",1785909429.8,1004845136,38998813.555,325049737.39,789707865.41,714678648.05,88738894.661,143278988.94,29128259.819,158126000,671142957.24,367133729.23,111235537.87,103316329.19,603483024.05,50173220.577,44038309.988,2012
"Papel e Celulose","Materiais Basicos","00242","RANI3","Novo Mercado",2277259271.7,1240023247.5,94087353.449,498820139.14,1096957653.6,843393017.68,77886429.056,188438511.04,33452877.998,164344000,681464729.52,756692172.11,152192659,101360810.58,884212870.69,7856896.9939,13174853.566,2013
"Papel e Celulose","Materiais Basicos","00242","RANI3","Novo Mercado",2202194268.4,1148389879.8,74216823.618,432506249.37,1116934402.8,968717192.33,94672065.801,217728829.92,29481311.278,164344000,652735251.9,703265710.15,130799953.46,126580092.35,1019017097.2,32958728.684,87579498.501,2014
"Papel e Celulose","Materiais Basicos","00242","RANI3","Novo Mercado",1965815539.1,1019785678.3,1450570.942248,450877755.07,1044841488,899304449.86,94458269.219,149021620.98,20664524.24,164344000,470080887.95,590615049.43,110860698.29,151473866.5,1093281930,36942503.931,3825929.6963,2015
"Papel e Celulose","Materiais Basicos","00242","RANI3","Novo Mercado",1873335718.2,946869473.21,12023151.695,496645820.13,880240337.9,866214442.7,139168371.16,115843546.08,347915.35234,164344000,496438409.05,440458120.5,80214560.755,163897123.9,1022977071.6,5273370.8372,3796578.852074,2016
"Papel e Celulose","Materiais Basicos","00242","RANI3","Novo Mercado",1626773936.2,894949397.39,117171692.17,326861718.35,930847329.88,930641524.16,103526773.32,83350231.029,4487647.7557,164344000,369056222.49,353684333.74,6212083.0024,138916690.65,836325098.13,34634935.31,47337480.623,2017
"Papel e Celulose","Materiais Basicos","00242","RANI3","Novo Mercado",1593962497.7,845030949.46,3143731.0899,472099453.92,799066280.75,973937497.22,71867300.603,138047486.21,70997.580245,164344000,322788410.42,505640485.76,123029409.82,134119649.49,861332202.71,54552243.679,68409300.812,2018
"Papel e Celulose","Materiais Basicos","00242","RANI3","Novo Mercado",1581093142.5,692888009.69,79669959.214,430927674.41,813344880.01,899659341.05,122303677.46,80901163.981,3728648.5837,164344000,336814582.2,661160363.33,205322914.04,312237532.89,839131112.53,54144982.333,73429853.101,2019
"Veiculos e Pecas","Bens industriais","01410","RAPT4","Nivel 1",6184235435.9,1822402697.8,415742817.19,1584949399.7,1903560638.8,6197111327.2,136814051.95,1748806656,72377939.521,241029000,1953037921.6,4555434169.7,750237710.47,254480068.83,2238445458.1,62336510.637,2318037029.5,2010
"Veiculos e Pecas","Bens industriais","01410","RAPT4","Nivel 1",6284283409.6,1851508690.9,421111274.85,1664873483.1,1707124016.7,6503108755.1,136844853.34,1151846488.5,134875018.44,241029000,2118897742.2,3082332134.9,719371503.65,310087061.26,2321382376.1,370044204.56,2315097366.7,2011
"Veiculos e Pecas","Bens industriais","01410","RAPT4","Nivel 1",6388134567.3,1998827784.5,62919051.685,2029475728.2,1612499899.2,5176860777.2,165953027.17,1264316374.9,124287375.36,241029000,2024514581.2,4168110068.4,248233265.35,311031097.12,2751748360.8,43652475.852,1926761063.8,2012
"Veiculos e Pecas","Bens industriais","01410","RAPT4","Nivel 1",6849022789.8,1933318685.6,328096983.69,1611276635.2,2944732611,5936748974.5,163964744.5,1628257805.7,78203273.188,241029000,1866450615.9,3682653395.6,623110973.5,475094515.56,3637379007.2,372332332.69,2619167588.8,2013
"Veiculos e Pecas","Bens industriais","01410","RAPT4","Nivel 1",6392795747.9,1838273551.5,264913357.09,1361922459.8,2744062737.3,4956733857,158787195.17,1781458244,128671002.71,301286000,1877864427.4,1717306674.5,484571753.59,414569544.13,3375652772.8,743461609.83,2554465440.3,2014
"Veiculos e Pecas","Bens industriais","01410","RAPT4","Nivel 1",6144085151.4,1721968226.9,29189899.798,1791388464.9,2470941374.1,3673511199.2,147736829.22,1574467258.9,75725673.543,301286000,1513936262.8,808153808.27,44126196.585,552494827.07,3667752155.7,31017527.924,1999620733.2,2015
"Veiculos e Pecas","Bens industriais","01410","RAPT4","Nivel 1",5428696085.2,1441921796.4,74941189.917,1382371400.4,1938443839,2926030559.5,135297812.87,1264140396.7,12307505.589,342431000,1575830178.1,1192648910.2,23847813.222,419661742.63,2708964833.1,513858709.16,2005498947.6,2016
"Veiculos e Pecas","Bens industriais","01410","RAPT4","Nivel 1",5384181857.1,1433549450.4,50597876.409,1720000675.1,1597394628.9,3181060933.5,127037368.19,1084919986.6,58674125.906,342431000,1551388386.3,2417155129.2,206830409.93,324195992.75,2391308585.3,369153709.41,1648425780.5,2017
"Veiculos e Pecas","Bens industriais","01410","RAPT4","Nivel 1",6095500384.1,1545259201.8,158407086.43,1657912524.1,2302480761.6,4450506287.4,127631723.55,1283334511.1,96738379.411,342431000,1594639062.9,3010210263.3,456775461.49,480486565.13,2963934938.4,216946679.5,1992286069,2018
"Veiculos e Pecas","Bens industriais","01410","RAPT4","Nivel 1",6334312296.2,1710871133.8,247859537.27,1509156750.8,2647062222.1,5097352897.9,135672759.47,1178355052.4,150842603.58,342331000,1694201822.4,4329310747.9,531478065.69,443377857.25,2869466851.1,277114163.72,2252580210.8,2019
"Veiculos e Pecas","Bens industriais","01257","RCSL4","Tradicional",152382765.86,59523710.777,10821280.977,62949727.668,113785086.27,56102692.938,711531.71809,4324179.8793,0,51279000,24392040.49,93289705.198,6085512.4929,17533341.306,15187119.622,9268242.1921,5703918.1991,2010
"Veiculos e Pecas","Bens industriais","01257","RCSL4","Tradicional",120810804,55194492.429,52010525.762,90193092.115,105304025.8,13588575.183,863660.73704,49975.68821258,0,63911000,74730122.796,41774082.36,33651476.689,18939516.706,13424291.891,5710800.1634,57743230.365,2011
"Veiculos e Pecas","Bens industriais","01257","RCSL4","Tradicional",136295538.92,51273069.608,21787063.196,88673849.826,100086261.81,19145355.913,826365.0649,6021082.1276,0,233303000,52522226.102,21867349.219,9842466.1934,12266864.594,12045120.838,31512744.344,39553172.945,2012
"Veiculos e Pecas","Bens industriais","01257","RCSL4","Tradicional",135229633.75,45717677.054,10764325.744,96488110.747,98918179.617,26589782.863,729997.71324,49975.68821258,0,233303000,59915644.051,20629721.418,3987769.5348,14792573.164,10739201.54,4818264.0652,57407410.99,2013
"Veiculos e Pecas","Bens industriais","01257","RCSL4","Tradicional",70113416.58666,41134791.563,56054499.437,89687461.447,72725377.526,6435606.586717,703558.2598126,49975.68821258,0,233303000,113504688.09,11272317.65723,29692501.094,48565787.264,18788023.201,8839802.3005,86232343.587,2014
"Construcao","Consumo Ciclico","02045","RDNI3","Novo Mercado",3618353745.7,66442398.584,119415685.04,1613850585,875537279.59,1174983820.1,13774054.289,158298310.59,10989582.39,48575000,1128954216.7,1350938365.4,171727430.3,124789665.81,1497299356.7,242100750.02,1305923986.1,2010
"Construcao","Consumo Ciclico","02045","RDNI3","Novo Mercado",3177957027.2,59181100.324,90579549.003,816372182.49,1246116935.5,1168263865.5,9831963.8978,429987266.44,26624845.584,48014000,1115461650.8,836117188,187613084.49,159580096.4,1334078904,53618937.425,1818587883.7,2011
"Construcao","Consumo Ciclico","02045","RDNI3","Novo Mercado",2576890104.4,52879972.695,124704253.63,816923215.76,611929982.87,1180705674.2,11155189.23,302433352.54,24391813.186,47947000,1148033949.1,896627604.56,184391759.64,83477654.472,700147040.56,349218328.53,1150913661.4,2012
"Construcao","Consumo Ciclico","02045","RDNI3","Novo Mercado",3010666897.8,51437620.895,140313097.75,897973955.69,773604957.13,1051788521.6,15314598.297,653777856.4,116664242.57,47646000,1168794732.6,871199370.34,220656115.67,77910157.471,1085562431.2,331420357.6,1406732113.4,2013
"Construcao","Consumo Ciclico","02045","RDNI3","Novo Mercado",2590931756.3,48805835.316,89692708.399,753411142.47,633422533.51,937564726.86,17578600.776,514870277.63,73194979.725,44270000,1089083581.8,569092279.1,104911492.53,65552794.208,772395926.37,101985005.08,1071397418.5,2014
"Construcao","Consumo Ciclico","02045","RDNI3","Novo Mercado",2021501305.8,33542072.612,7997947.208,554356826.93,456966293.13,660561932.96,13024517.17,337695186.81,31946750.007,42399000,970053333.2,224629399.47,8142545.5422,44264868.758,692277562.68,4067717.0744,800234441.97,2015
"Construcao","Consumo Ciclico","02045","RDNI3","Novo Mercado",1759673333.8,24299434.112,84443070.422,406687399.28,512067837.19,430415895.38,8845078.7654,222815250.68,18635773.617,42189000,819031768.38,256398058.85,75614718.356,58641578.683,697056214.21,86868441.868,614873478.47,2016
"Construcao","Consumo Ciclico","02045","RDNI3","Novo Mercado",1256602030.1,17248685.219,100943370.02,414713678.57,137782592.85,313815802.45,11361558.607,106230410.49,5486347.0631,42189000,694729683.63,281046495.94,91434062.842,46333365.375,354941200.07,186695028.78,238533155.41,2017
"Construcao","Consumo Ciclico","02045","RDNI3","Novo Mercado",1244166816.6,18912502.479,27245321.419,235880063.62,354375025.05,190655649.09,6384561.8117,94598011.183,616008.41683,42189000,642422648.92,242268279.72,35664799.17,30690792.225,331557655.66,8642911.3127,262204504.66,2018
"Construcao","Consumo Ciclico","02045","RDNI3","Novo Mercado",1447954863.1,16979615.013,1610575.9923,190798701.7,632956364.96,320081208.14,4467371.444,106030753.96,445435.87107,42203000,617200947.85,665770754.73,8517334.4426,31103435.555,409039256,65841427.621,408188423.43,2019
"Energia Eletrica","Utilidade Publica","00319","REDE3","Tradicional",21063236829,365798956.18,614625097.33,6147819009.2,10500313518,11432378410,743613966.73,1265864917,136630753.38,322075000,2188218317.5,3055089440.7,1286246051.5,3296774736.2,10409325775,2603781168.8,1113043900.9,2010
"Energia Eletrica","Utilidade Publica","00319","REDE3","Tradicional",20239435638,312130432.49,1076501476.8,8739035656.3,8545420755.5,12176399131,771804472.17,1073447372.2,29739969.728,426592000,975956972.7,2891455184.6,1422328759.5,3762444124.8,10523673224,860902342.33,3438333528.8,2011
"Energia Eletrica","Utilidade Publica","00319","REDE3","Tradicional",4173428888,280693594.68,1698712393.4,2918514448.4,2031166893.9,5384259190.7,29292350.198,33400522.856,0,426592000,784853155.44,1614447836.5,29166695.403,2917037635,2660688548.1,289146466.67,2627332374,2012
"Energia Eletrica","Utilidade Publica","00319","REDE3","Tradicional",3891662474.5,255629008.02,179818117.4,2832367399,1973005157.9,139192279.08,10049681.711,73080727.093,0,426592000,920869084.73,856524080.66,4850367.2151,632977806.83,2597283011.1,84604362.123,2567295877.5,2013
"Energia Eletrica","Utilidade Publica","00319","REDE3","Tradicional",15630391775,18785399.725,2230157898.8,4139734903.8,7601581979.9,6413631394.2,565216093.35,467759207.8,0,1714895000,2566302563.9,1867561379.7,1278539211.2,1098814054.2,3552353062,253993138.34,729755259.6,2014
"Energia Eletrica","Utilidade Publica","00319","REDE3","Tradicional",15333088838,23023136.413,484896291.05,3248252239.2,8110733908.7,9524919840.3,619703421.68,633449745.29,36626046.921,1714895000,2774513724.5,2553095533.6,512924663.25,1074249470.6,4424266935.8,122891990.84,1059776599.5,2015
"Energia Eletrica","Utilidade Publica","00319","REDE3","Tradicional",15529844057,34817182.84,178101437.23,3521001495.7,7444165260.8,8630790786.1,569772720.69,501293612.4,114417316.16,2057875000,3243288101.7,5382432598.8,702397606.96,1049969504.4,4288026609.6,93918188.205,539587718.54,2016
"Energia Eletrica","Utilidade Publica","00319","REDE3","Tradicional",16166702838,32509720.514,120481914.6,3701166635.1,7986063266.8,9723943042.5,638753778.96,421772814.57,49920883.929,2057875000,3236952349.6,6464289781.1,787502566.81,997877167.77,5336912617.3,159549255.09,663539286.06,2017
"Energia Eletrica","Utilidade Publica","00319","REDE3","Tradicional",17242566306,44510262.403,417177605.19,3118003863.8,9581786446.1,10513425046,638117898.58,154430177.85,192336621.21,2057874630,3401832352.1,14911214515,1233965090.8,809508145.46,6973489872.1,431098351.33,1634726593.7,2018
"Energia Eletrica","Utilidade Publica","00319","REDE3","Tradicional",18728747587,49229172.079,712200907.89,3263903818.3,10759573534,11209579877,628990484.23,240492328.26,1092598136.9,2057874630,3496850763.2,17509067452,1664355617.1,854128788.17,7854168516.7,449064421.71,1584009996.7,2019
"Outros","Consumo Ciclico","01973","RENT3","Novo Mercado",5590124781.1,4236229893.1,426405794.86,1389243183.8,2703262301.3,4161200789.8,304975491.91,692670295.33,58155636.912,197482000,1497619296,8819050228.7,816980052.17,280438478.91,2827388759.6,292976101.04,137172317.33,2010
"Outros","Consumo Ciclico","01973","RENT3","Novo Mercado",6273359353,4371869426.1,456303885.28,1241947269.1,3278144801.9,4565714323.5,352954048.35,1112435709,124612788.77,197525000,1753267282.1,7889622280.1,932044830.94,374520533.13,3245651131.2,13669934.528,553647212.12,2011
"Outros","Consumo Ciclico","01973","RENT3","Novo Mercado",5981032248.6,3999117599.6,356173691.01,1085314466.8,2937346406.4,4681454181.6,605886726.37,1217914276.5,125919409.41,198550000,1958371375.3,10983372722,688629669.86,294595449.91,3038023984.9,296753755.8,760087334.45,2012
"Outros","Consumo Ciclico","01973","RENT3","Novo Mercado",6390201779.6,4114052160.3,536463176.09,1363208616.9,3154949619.8,4893964688.5,369128996.65,1410779901.9,440485924.17,208035000,1872043543,9640160733.1,910148028.45,261143770.86,3271086254.1,373467109.25,721290780.67,2013
"Outros","Consumo Ciclico","01973","RENT3","Novo Mercado",7473566846.2,4567285407.1,538585188.72,1834308167.5,3467671192.7,5105567584.4,318989755.64,1823563721.7,131573878.87,208298000,2171587485.9,9734841866,953157356.32,362534209.88,3558044693.1,217842951.13,740184888.34,2014
"Outros","Consumo Ciclico","01973","RENT3","Novo Mercado",7257205498.7,4652068573.8,476969457.78,1607243671.5,3348742155.3,4655704866.3,236289086.15,1641668742.1,165056628.06,208157000,2301219671.9,6084105103,871747800.1,438560821.56,3578543280.1,185290912.99,769830864.35,2015
"Outros","Consumo Ciclico","01973","RENT3","Novo Mercado",8271079765.2,5598533417.7,456432603.99,2053703065.7,3767483911.2,4950292403.7,272611750.6,1887062763.1,155543810.1,208100000,2449892788.3,7940924822.5,859966462.83,496796360.43,4221695209.5,394056510.83,447229573.85,2016
"Outros","Consumo Ciclico","01973","RENT3","Novo Mercado",12116794087,8106550597.3,547742159.43,2419948075.2,6879771981.5,6562254925.8,293615430.01,1449516724.2,180747243.64,660397000,2817074030.7,15780269919,1049754289.1,554465507.15,7016543960,3196731413.9,1296456848.3,2017
"Outros","Consumo Ciclico","01973","RENT3","Novo Mercado",14609228467,10474112224,688267248.2,3486628520.9,7891685916.1,8243867324.8,350292664.19,2271193798.5,179909956.5,661985000,3230914030.3,20562208257,1309946074.7,560472647.85,7983028479.5,115127796.77,370012242.1,2018
"Outros","Consumo Ciclico","01973","RENT3","Novo Mercado",19411955124,14583841684,834754830.22,3525698992,10433388353,10205623479,723837294.41,2222276557.8,276102173.46,755667000,5452867778.9,35861263688,1491086068.1,630583042.6,9388646044.6,3092895482,972781893.45,2019
"Quimica","-","01455","RHDS3","-",2636976539.7,1018235215.6,5987197.8059,1163029420.7,1041617447.6,2733168296,82252733.341,53854785.941,0,8024960000,402453670.94,1872135598.8,128602276.05,135196025.49,940609937.95,94228795.304,9676498.0957,2010
"Quimica","-","01455","RHDS3","-",2683206157.7,923944882.33,104639069.62,1413854870.8,976271457.85,2697891519.4,81160640.24,193851155.79,0,8024960000,273240665.68,1130028728.5,50815169.235,202616060.59,951679031.29,47254133.297,61798680.783,2011
"Quimica","-","01455","RHDS3","-",2492401298.4,859490625.5,13520455.963,1287933563.2,941596425.26,2820585014.2,57897294.753,164693522.63,0,8024960000,244646929.67,956556108.27,98228049.136,145831998.72,787769824.98,179282783.5,49327637.719,2012
"Quimica","-","01455","RHDS3","-",1823089030.9,657448781.8,11724628.663,968127712.98,477400359.2,2409829927.2,49808734.985,71657022.184,0,8024859000,365022585.03,1017365419.5,141471602.72,109953288.45,611102999.64,16555454.831,56691371.169,2013
"Transporte e Servicoes","Bens industriais","02348","RLOG3","Novo Mercado",3390659055.4,1422520819.7,136830012.99,495149608.72,1153193464.3,1200818735.4,127558648.89,113448283.36,327934496.98,405856814,1269169466.7,1522600509.6,295261727.17,88735139.668,1029332604.7,262912956.65,286368143.62,2014
"Transporte e Servicoes","Bens industriais","02348","RLOG3","Novo Mercado",25773659852,11146027173,35592524.401,4138390102.8,16874953914,4785876553.6,730728867.26,292573395.13,119747569.69,405856814,1319491801.1,509896658.97,1238157608.6,1720793661.7,10175427448,127468172.55,2372864590.9,2015
"Transporte e Servicoes","Bens industriais","02348","RLOG3","Novo Mercado",25689989329,11527058971,230487230.25,3786386196.9,15567221540,5591797018.2,1248948093,290533851.7,1868929.9055,366490593,1717525396,2039305903.6,1009892332,2288141142.4,9504305875.7,282897555.76,1212670111.7,2016
"Transporte e Servicoes","Bens industriais","02348","RLOG3","Novo Mercado",28419981859,12203496785,86129691.357,3808062123,15920863579,6441013696.4,1453299216.6,194875264.32,2241115.9079,462705591,2394936181.8,4651109360.6,1529510155.7,2196271926,10475452356,284203609.75,972839277.87,2017
"Transporte e Servicoes","Bens industriais","02348","RLOG3","Novo Mercado",28338664317,12442135914,77933417.385,2584234658.8,17087626616,6875213559.8,1557045844.2,150045033.19,3493498.5809,462941091,2392873210.3,6307697782.3,1826735373.1,2282592042.4,11061403164,736369152.9,1676808321.2,2018
"Transporte e Servicoes","Bens industriais","02348","RLOG3","Novo Mercado",32870204386,11781696709,214146548.2,3044125759.6,21202069800,7094782436.9,1717862975.5,1964940747.8,4237146.1623,463051898,2379180092.2,10753326455,2107375123.7,2079094450.3,11731957037,1580725783,1914605493.4,2019
"Energia Eletrica","Utilidade Publica","02163","RNEW4","Nivel 2",719093617.24,456080166.84,2496193.2405,28919515.146,209291972.51,61371693.624,12332660.996,30942464.809,0,140763600,480882129.59,1774848783.5,16835140.393,20866042.562,219849970.09,248669504.19,213634482.24,2010
"Energia Eletrica","Utilidade Publica","02163","RNEW4","Nivel 2",2526177928.4,1862717505.2,18870674.184,279567919.34,1179622881.8,57190925.582,10728481.293,609954137.13,0,195596248,1066987127.3,2721630662,22774358.131,23328227.517,1422560320.7,1163069384.3,364782445.4,2011
"Energia Eletrica","Utilidade Publica","02163","RNEW4","Nivel 2",3958922848,2845568144,8894881.2084,547409941.26,1945938942.1,170948174.85,49852431.276,898981710.19,0,229914529,1465573964.7,3601602927.5,33532090.818,73905715.661,2222644105.7,918529161.45,442007742.47,2012
"Energia Eletrica","Utilidade Publica","02163","RNEW4","Nivel 2",5125587519.3,4334602196,8752993.6132,1927499640.8,1801461278.4,315463696.3,97043634.82,185078846.62,0,231308026,1396626600.1,6719680387.1,123530129.28,146120976.3,3336293334.7,1459104913,1311098225.6,2013
"Energia Eletrica","Utilidade Publica","02163","RNEW4","Nivel 2",7269969369.6,5203721002.8,46859216.142,678384976.52,3299592957.4,397282149.18,107809121.75,113595198.01,0,318655422,3291991435.7,8200025974.4,52133714.591,148412659.43,3732802298.3,1378791410.4,230196899.5,2014
"Energia Eletrica","Utilidade Publica","02163","RNEW4","Nivel 2",7139200220.4,5082400327.9,140084969.83,1774299786.3,2250209646.5,485743732.11,104199693.06,78399557.494,0,318772929,3114690787.7,6983827773.9,557971785.29,264527244.45,2811674311.2,870095586.35,1121675353.7,2015
"Energia Eletrica","Utilidade Publica","02163","RNEW4","Nivel 2",6580435290.6,5266350083.9,1228266086.5,3732173848.3,667548085.84,538752498.67,107030805.6,39905444.868,0,360815313,2180713356.4,3575832421,839127225.32,466977115.44,3132221701,584100811.6,3580674554.2,2016
"Energia Eletrica","Utilidade Publica","02163","RNEW4","Nivel 2",3173022595.6,2223061330.8,1234330602.3,1896592809.7,431751142.14,795166121.69,13211643.658,26808902.233,0,417197244,844678643.75,1016320322.6,853887907.86,509179584.54,1400928161.5,459347522.03,1741114175,2017
"Energia Eletrica","Utilidade Publica","02163","RNEW4","Nivel 2",2744249631.6,249949069.41,894044337.8,2292147481.5,531962943.05,741084227.49,11883742.034,15587101.109,0,41719724,79860792.872,319282766.11,557653626.28,333665657.34,430429094.72,21595793.379,477838773.01,2018
"Energia Eletrica","Utilidade Publica","02163","RNEW4","Nivel 2",2292285063.1,1682381255.7,1015051255.1,2930698768.2,493121532.78,98286175.686,16182835.343,4786683.8999,0,41719724,1131535237.9,201702292.52,563147054.65,447765150.33,1563828248.3,6937788.8144,2909490014.8,2019
"Maquinas Industriais","Bens industriais","00751","ROMI3","Novo Mercado",3101398457.7,481605325.76,113193531.79,750139395.79,1181452593.2,1122335472,40060735.444,411480292.29,55709434.19,74758000,1166515426.2,1806309083.4,128144029.63,36331442.739,1658727073.7,99641102.143,877398593.24,2010
"Maquinas Industriais","Bens industriais","00751","ROMI3","Novo Mercado",2837241301.8,439334203.48,5582502.7351,802522318.64,971189628.01,987348845.57,45052737.18,254737673.15,54693819.538,74015147,1060450216.8,780521016.32,17310765.208,22760276.706,1551410053.8,40532599.735,684394808.41,2011
"Maquinas Industriais","Bens industriais","00751","ROMI3","Novo Mercado",2386790660.4,403362240.63,56185432.955,724260934.9,720458768.63,912935305.62,55499505.602,121692973.42,1292026.953,71757647,939494294.45,490083753.68,76686382.364,34618635.223,1198009078.6,238940723.68,559307232.93,2012
"Maquinas Industriais","Bens industriais","00751","ROMI3","Novo Mercado",1983597801.6,380434888.57,1905252.1579,576999683.91,499442661.09,931581766.28,50880701.034,149673259.63,742559.81538,71757647,904799364.51,595943333.45,42260307.388,20668845.387,817340613.63,417156704.7,518410039.53,2013
"Maquinas Industriais","Bens industriais","00751","ROMI3","Novo Mercado",1690825019.5,365187855.83,9490424.3425,463540658.43,382313907,850807688.08,46188918.03,190962816.28,1643607.6988,68757647,842840191.54,258851090.31,12570385.138,15288306.249,653767589.7,203404651.09,484195284.79,2014
"Maquinas Industriais","Bens industriais","00751","ROMI3","Novo Mercado",1445646736.3,329268185.52,7412442.4776,293418465.72,354572894.01,718999808.93,40825324.775,171362063.62,2556545.9585,66000947,794957788,135331759.83,2421935.515381,9855206.1403,464078871.85,174355960.27,540004849.64,2015
"Maquinas Industriais","Bens industriais","00751","ROMI3","Novo Mercado",1208916640.3,281045352.55,44264422.792,324374195.28,213766106.18,654478957.86,38343171.123,136424077.31,2692998.6407,62857647,669025610.97,178738166.76,49548944.763,27382722.411,367879225.91,69238500.456,369643335.17,2016
"Maquinas Industriais","Bens industriais","00751","ROMI3","Novo Mercado",1164885255.2,279396421.54,40795025.289,303862388.2,163991408.95,728847938.28,32771852.003,129280650.47,358535.21775,62857647,695373097.29,524267181.83,55529631.232,12991756.5,270221819.45,103847396.96,337593944.74,2017
