model,inv,invSQ,epu,fc,divida,cv,tamanho,sargan,m2
647,0.0129406072603376,0.397155150881364,0.0173088513662004,0.190862029312841,0.00743231489458614,0.162159999492128,0.135016435168209,0.310674210859387,0.142318049637505
657,0.0585911639465876,0.231454093233078,0.15141504237306,0.0508115958489645,9.16654386422437e-05,0.00188772210907508,0.784213644332559,0.312836977224278,NA
681,0.0114691212673446,0.418617233424148,0.0124330339442817,0.175803167216815,0.00275148210793734,0.119527915809558,0.139834834256044,0.33788423738109,0.10218459136545
919,0.0114691212673446,0.418617233424148,0.0124330339442817,0.175803167216815,0.00275148210793734,0.119527915809558,0.139834834256044,0.33788423738109,0.10218459136545
648,0.0577222654491186,0.204653303913855,0.120916627862724,0.0239281400092996,6.38199691402e-05,0.00104602940402562,0.702396584162103,0.364173865653466,NA
667,0.00488725753019334,0.919817700462679,0.0368162260580338,0.811164320293305,0.0665686279712063,0.172653194745093,0.133698281856104,0.381406310935921,0.64067688217307
351,0.039637936225294,0.40439186059367,0.101914812214968,0.146337200927523,0.000549543055692106,0.000990080241800337,0.527726277573413,0.387772021337999,0.761615177993914
385,0.039637936225294,0.40439186059367,0.101914812214968,0.146337200927523,0.000549543055692106,0.000990080241800337,0.527726277573413,0.387772021337999,0.761615177993914
658,0.0831468654480994,0.464685687157281,0.0784149021462489,0.0593054784550064,0.000119995307590714,0.000145951912330581,0.593463045641605,0.396313185169624,NA
691,0.0458304151501696,0.266269357760155,0.155571668296692,0.0268083883296661,0.000159054318152398,0.000799638965957394,0.804001668467397,0.407635196069253,NA
929,0.0458304151501696,0.266269357760155,0.155571668296692,0.0268083883296661,0.000159054318152398,0.000799638965957394,0.804001668467397,0.407635196069253,NA
360,0.0116016372788366,0.991078945517094,0.0860331449559507,0.752487414238723,0.0523615727351329,0.0423883315143319,0.255449336938725,0.411291111097979,0.39603095694551
394,0.0116016372788366,0.991078945517094,0.0860331449559507,0.752487414238723,0.0523615727351329,0.0423883315143319,0.255449336938725,0.411291111097979,0.39603095694551
676,0.0140460523545237,0.632939605280111,0.0892623798926139,0.710058164719241,0.0508478286020654,0.14001057245858,0.253399994737562,0.416080998421296,0.239120067700696
666,0.00782029687171085,0.854278316446616,0.0283811556857647,0.871455628193279,0.127269302984009,0.239683771731744,0.105898421065548,0.427280360037646,NA
674,0.00347230192198009,0.796538641777084,0.0958581523828012,0.845311358877019,0.121255838100369,0.231278460020601,0.163452697554398,0.468203857094607,0.076083393443021
341,0.0123625172558739,0.745213653754697,0.0173793770201856,0.325645350840875,0.00710507155527333,0.0505845049975413,0.104942473462257,0.473091326393807,0.441713677371915
375,0.0123625172558739,0.745213653754697,0.0173793770201856,0.325645350840875,0.00710507155527333,0.0505845049975413,0.104942473462257,0.473091326393807,0.441713677371915
700,0.010328739855542,0.911671688229613,0.0372338487182163,0.83601067982685,0.0827080698257499,0.219164886795779,0.120010783512033,0.481741405736405,0.498366761230184
938,0.010328739855542,0.911671688229613,0.0372338487182163,0.83601067982685,0.0827080698257499,0.219164886795779,0.120010783512033,0.481741405736405,0.498366761230184
708,0.009106919304609,0.767154922319095,0.0955488095404004,0.789780529127691,0.0922879586998753,0.217355937993324,0.189067904595276,0.508695019193783,0.492040450571699
946,0.009106919304609,0.767154922319095,0.0955488095404004,0.789780529127691,0.0922879586998753,0.217355937993324,0.189067904595276,0.508695019193783,0.492040450571699
675,0.0108466466496876,0.711472041931172,0.0685719073411062,0.688548047359298,0.0914058115284571,0.197118092504847,0.213198697485425,0.509028076772984,0.246172369337064
368,0.0103315330597125,0.942949602163115,0.0963866577751744,0.777583759595992,0.0549229463654003,0.0511599926289394,0.27749371172739,0.520831771171506,0.274164223478278
402,0.0103315330597125,0.942949602163115,0.0963866577751744,0.777583759595992,0.0549229463654003,0.0511599926289394,0.27749371172739,0.520831771171506,0.274164223478278
1,0.0133296358314731,0.727486149024834,0.0139860761314886,0.252709605014589,0.0117020390106862,0.039743399514932,0.123080823212394,0.814485752613064,0.41394245171296
35,0.0133296358314731,0.727486149024834,0.0139860761314886,0.252709605014589,0.0117020390106862,0.039743399514932,0.123080823212394,0.814485752613064,0.41394245171296
69,0.0133296358314731,0.727486149024834,0.0139860761314886,0.252709605014589,0.0117020390106862,0.039743399514932,0.123080823212394,0.814485752613064,0.41394245171296
677,0.0124126267959187,0.594181868941066,0.0348672604116225,0.674783078649555,0.183856466103298,0.117837094845811,0.174157073358894,0.83645758153567,0.38420932636958
678,0.00964673641317086,0.485549560073022,0.0322362053023216,0.599666742792393,0.115943311583352,0.149797639783953,0.173719188064521,0.872375939678799,0.346334678190247
11,0.0709933060495653,0.418579481708971,0.100233140926965,0.166922911347849,0.00566584535595429,0.0019243401287614,0.48124205742869,0.875191098499122,0.686616374277325
45,0.0709933060495653,0.418579481708971,0.100233140926965,0.166922911347849,0.00566584535595429,0.0019243401287614,0.48124205742869,0.875191098499122,0.686616374277325
79,0.0709933060495653,0.418579481708971,0.100233140926965,0.166922911347849,0.00566584535595429,0.0019243401287614,0.48124205742869,0.875191098499122,0.686616374277325
352,0.0623248075551981,0.653137471400825,0.0926432990766677,0.226856912400203,0.00272464159658281,0.000483115474564809,0.486613161873782,0.876306130363162,0.54377115546206
386,0.0623248075551981,0.653137471400825,0.0926432990766677,0.226856912400203,0.00272464159658281,0.000483115474564809,0.486613161873782,0.876306130363162,0.54377115546206
